datetime,timestamp,spot,oracle,liquidation_pnl,liquidation_count,arbitrage_pnl,arbitrage_count,system_health,bad_debt
2023-10-19 00:26:21,1697675181,1800.0,,,,,,,
2023-10-19 01:26:21,1697678781,1817.7774033353644,,,,,,,
2023-10-19 02:26:21,1697682381,1818.066009585588,,,,,,,
2023-10-19 03:26:21,1697685981,1801.5395068562675,,,,,,,
2023-10-19 04:26:21,1697689581,1804.4772437869256,,,,,,,
2023-10-19 05:26:21,1697693181,1804.374415561816,,,,,,,
2023-10-19 06:26:21,1697696781,1766.8521261056303,,,,,,,
2023-10-19 07:26:21,1697700381,1766.7532712226246,,,,,,,
2023-10-19 08:26:21,1697703981,1771.0944158993036,,,,,,,
2023-10-19 09:26:21,1697707581,1768.5131847086204,,,,,,,
2023-10-19 10:26:21,1697711181,1777.1706534649156,,,,,,,
2023-10-19 11:26:21,1697714781,1738.2906804507786,,,,,,,
2023-10-19 12:26:21,1697718381,1749.957763698789,,,,,,,
2023-10-19 13:26:21,1697721981,1756.1863818936288,,,,,,,
2023-10-19 14:26:21,1697725581,1759.9597570160997,,,,,,,
2023-10-19 15:26:21,1697729181,1765.6802801421252,,,,,,,
2023-10-19 16:26:21,1697732781,1729.7117582372719,,,,,,,
2023-10-19 17:26:21,1697736381,1699.4416141732736,,,,,,,
2023-10-19 18:26:21,1697739981,1677.5166457430928,,,,,,,
2023-10-19 19:26:21,1697743581,1668.497554483005,,,,,,,
2023-10-19 20:26:21,1697747181,1670.86774034268,,,,,,,
2023-10-19 21:26:21,1697750781,1636.0879921737367,,,,,,,
2023-10-19 22:26:21,1697754381,1632.3033859812658,,,,,,,
2023-10-19 23:26:21,1697757981,1630.7776517865298,,,,,,,
